Species,Phylum,Class,Family
Leucosia haematosticta,Arthropoda,Malacostraca,Leucosiidae
Levisquilla jurichi,Arthropoda,Malacostraca,Squillidea
Typhlocarcinops stephenseni,Arthropoda,Malacostraca,Pilumnidae
Xenophthalmodes pinnotheroides,Arthropoda,Malacostraca,Pilumnidae
Arcania echinata,Arthropoda,Malacostraca,Leucosiidae
Ophiothrix sp8,Echinodermata,Ophiuroidea,Ophiotrichidae
Sargassum decurrens,Ochrophyta,Phaeophyceae,Sargassaceae
Leucosia pubescens,Arthropoda,Malacostraca,Leucosiidae
Nuculana sp1,Mollusca,Bivalvia,Nuculanidae
Ophionereis semoni,Echinodermata,Ophiuroidea,Ophionereididae
Polinices sp1,Mollusca,Gastropoda,Naticidae
Reteporellina sp,Bryozoa,Gymnolaemata,Phidoloporidae
Amblyeleotris sp41,Chordata,Actinopterygii,Gobiidae
Bornella sp1,Mollusca,Gastropoda,Bornellidae
Calcarea sp2,Porifera,Calcarea,NULL
Callyspongia sp4,Porifera,Demospongiae,Callyspongiidae
Diacarnus sp2,Porifera,Demospongiae,Podospongiidae
Austrolabidia gracilipes,Arthropoda,Malacostraca,Epialtidae
Eucrate affinis,Arthropoda,Malacostraca,Euryplacidae
Guaiagorgia sp1,Cnidaria,Anthozoa,Gorgoniidae
Liomera margaritata,Arthropoda,Malacostraca,Xanthidae
Menella sp2,Cnidaria,Anthozoa,Plexauridae
Barbatia sp61,Mollusca,Bivalvia,Arcidae
Beania asymmetrica,Bryozoa,Gymnolaemata,Beaniidae
Bornella stellifer,Mollusca,Gastropoda,Bornellidae
Bugula johnstonae,Bryozoa,Gymnolaemata,Bugulidae
Cardita crassicosta,Mollusca,Bivalvia,Carditidae
Ceratosoma sp3,Arthropoda,Diplopoda,Craspedosomatidae
Semele amabilis,Mollusca,Bivalvia,Semelidae
Siliquaria sp1,Tracheophyta,Magnoliopsida,Capparaceae
Subergorgia sp1,Cnidaria,Anthozoa,Subergorgiidae
Thryssa hamiltonii,Chordata,Actinopterygii,Engraulidae
Raspailia sp3,Tracheophyta,Magnoliopsida,Bruniaceae
Scleronephthya sp,Cnidaria,Anthozoa,Nephtheidae
Tetrabrachium sp,Chordata,Actinopterygii,Tetrabrachiidae
Viaderiana typica,Arthropoda,Malacostraca,Pilumnidae
Acanthosquilla multifasciata,Arthropoda,Malacostraca,Nannosquillidae
Amygdalum sp1,Mollusca,Bivalvia,Mytilidae
Callyspongia sp80,Porifera,Demospongiae,Callyspongiidae
Choerodon frenatus,Chordata,Actinopterygii,Labridae
Dictyopteris delicatula,Ochrophyta,Phaeophyceae,Dictyotaceae
Thelenota anax,Echinodermata,Holothuroidea,Stichopodidae
Arachnopusia sp,Bryozoa,Gymnolaemata,Arachnopusiidae
Diodora lincolnensis,Mollusca,Gastropoda,Fissurellidae
Engyprosopon sp41,Chordata,Actinopterygii,Bothidae
Ficus subintermedia,Mollusca,Gastropoda,Ficidae
Limatula sp1,Mollusca,Bivalvia,Limidae
Naxoides sp53287,Arthropoda,Malacostraca,Epialtidae
Nemocardium bechei,Mollusca,Bivalvia,Cardiidae
Ophiacantha dallasi,Echinodermata,Ophiuroidea,Ophiacanthidae
Ophiopteron elegans,Echinodermata,Ophiuroidea,Ophiotrichidae
Semicassis sp,Mollusca,Gastropoda,Cassidae
Terebra sp1,Mollusca,Gastropoda,Terebridae
Teuchopora verrucosa,Bryozoa,Gymnolaemata,Teuchoporidae
Aeverrillia sp,Bryozoa,Gymnolaemata,Aeverrilliidae
Anadara antiquata,Mollusca,Bivalvia,Arcidae
Aplysinella sp1,Porifera,Demospongiae,Aplysinellidae
Chicoreus sp2,Mollusca,Gastropoda,Muricidae
Chlamys sp7,Mollusca,Bivalvia,Pectinidae
Conus sp2,Arthropoda,Insecta,Curculionidae
Foa fo,Chordata,Actinopterygii,Apogonidae
Niphates sp1,Porifera,Demospongiae,Niphatidae
Electra bellula,Bryozoa,Gymnolaemata,Electridae
Galathea whiteleggii,Arthropoda,Malacostraca,Galatheidae
Herpetopoma atrata,Mollusca,Gastropoda,Chilodontaidae
Ircinia sp18,Porifera,Demospongiae,Irciniidae
Mesophyllum sp,Cnidaria,Mesophyllum,NULL
Ophiacantha indica,Echinodermata,Ophiuroidea,Ophiacanthidae
Ophiocentrus aspera,Echinodermata,Ophiuroidea,Amphiuridae
Nephthyigorgia sp3,Cnidaria,Anthozoa,Nidaliidae
Paphia gallus,Mollusca,Bivalvia,Veneridae
Pilumnus contrarius,Arthropoda,Malacostraca,Pilumnidae
Walkeria tuberosa,Bryozoa,Gymnolaemata,Walkeriidae
Kinetoskias sp,Bryozoa,Gymnolaemata,Bugulidae
Parmularia sp,Ascomycota,Dothideomycetes,Parmulariaceae
Arthropoma sp,Bryozoa,Gymnolaemata,Lacernidae
Bicellariella sp,Bryozoa,Gymnolaemata,Bugulidae
Breynia vredenbergi,Echinodermata,Echinoidea,Loveniidae
Circe sp1,Mollusca,Bivalvia,Veneridae
Clathria cervicornis,Porifera,Demospongiae,Microcionidae
Fulvia sp5,Mollusca,Bivalvia,Cardiidae
Hippopetraliella concinna,Bryozoa,Gymnolaemata,Petraliidae
Lataxiena fimbriata,Mollusca,Gastropoda,Muricidae
Nassarius algidus,Mollusca,Gastropoda,Nassariidae
Ophiomyxa australis,Echinodermata,Ophiuroidea,Ophiomyxidae
Paraplexaura sp9,Cnidaria,Anthozoa,Plexauridae
Scrupocellaria spatulata,Bryozoa,Gymnolaemata,Candidae
Telopora sp,Bryozoa,Stenolaemata,Cerioporidae
Anadara rotundicostata,Mollusca,Bivalvia,Arcidae
Auletta sp1,Porifera,Demospongiae,Axinellidae
Conopeum sp,Bryozoa,Gymnolaemata,Electridae
Breynia desorii,Echinodermata,Echinoidea,Loveniidae
Calcarea sp9,Porifera,Calcarea,NULL
Erugosquilla grahami,Arthropoda,Malacostraca,Squillidea
Nudechinus sp63,Echinodermata,Echinoidea,Toxopneustidae
Apogon 9dg,Chordata,Actinopterygii,Apogonidae
Hippocampus dahli,Chordata,Actinopterygii,Syngnathidae
Lepidotrigla calodactyla,Chordata,Actinopterygii,Triglidae
Lepidotrigla japonica-like,Chordata,Actinopterygii,Triglidae
Pegasus sp41,Chordata,Actinopterygii,Pegasidae
Carangoides dinema,Chordata,Actinopterygii,Carangidae
Parthenope nodosus,NULL,NULL,NULL
Petalomera pulchra,Arthropoda,Malacostraca,Dromiidae
Pterynotus sp1,Mollusca,Gastropoda,Muricidae
Sicyonia rectirostris,Arthropoda,Malacostraca,Sicyoniidae
Studeriotes sp3,Cnidaria,Anthozoa,Viguieriotidae
Centrostephanus sp1,Echinodermata,Echinoidea,Diadematidae
Ophiothrix proteus,Echinodermata,Ophiuroidea,Ophiotrichidae
Pseudomicippe banfieldi,Arthropoda,Malacostraca,Majidae
Steginoporella mandibulata,Bryozoa,Gymnolaemata,Steginoporellidae
Struvea elegans,Chlorophyta,Ulvophyceae,Boodleaceae
Thacanophrys sp165,Arthropoda,Malacostraca,Majidae
Tetrabrachium ocellatum,Chordata,Actinopterygii,Tetrabrachiidae
Plakortis sp2,Porifera,Homoscleromorpha,Plakinidae
Thalamita parvidens,Arthropoda,Malacostraca,Portunidae
Ventricaria sp1,Chlorophyta,Ulvophyceae,Anadyomenaceae
Actumnus setifer,Arthropoda,Malacostraca,Pilumnidae
Anthenea sp5,Echinodermata,Asteroidea,Oreasteridae
Cardita sp1,Mollusca,Bivalvia,Carditidae
Catenicella sp311,Bryozoa,Gymnolaemata,Catenicellidae
Cladophora sp,Chlorophyta,Ulvophyceae,Cladophoraceae
Clathria sp11,Porifera,Demospongiae,Microcionidae
Codium geppii,Chlorophyta,Ulvophyceae,Codiaceae
Cranosina coronata,Bryozoa,Gymnolaemata,Calloporidae
Diaseris distorta,Cnidaria,Anthozoa,Fungiidae
Glycymeris sp4,Mollusca,Bivalvia,Glycymerididae
Hyastenus sebae,Arthropoda,Malacostraca,Epialtidae
Laurencia sp5,Rhodophyta,Florideophyceae,Rhodomelaceae
Monoporella fimbriata,Bryozoa,Gymnolaemata,Monoporellidae
Ophiarachnella sp1,Echinodermata,Ophiuroidea,Ophiodermatidae
Peronella minuta,Echinodermata,Echinoidea,Laganidae
Thalamoporella prominens,Bryozoa,Gymnolaemata,Thalamoporellidae
Tucetona sp2,Mollusca,Bivalvia,Glycymerididae
Batrachomoeus dubius/trispinosus,Chordata,Actinopterygii,Batrachoididae
Calliurichthys sp41,Chordata,Actinopterygii,Callionymidae
Centrostephanus sp2,Echinodermata,Echinoidea,Diadematidae
Cladophoropsis herpestica,Chlorophyta,Ulvophyceae,Boodleaceae
Crustacea sp,Crustaceae,NULL,NULL
Gonodactylellus rubriguttatus,Arthropoda,Malacostraca,Gonodactylidae
Kallymenia cribrosa,Rhodophyta,Florideophyceae,Kallymeniaceae
Oncinopus aranea,Arthropoda,Malacostraca,Inachidae
Parthenope sp33581,Ascomycota,Leotiomycetes,Parthenope
Phyllodictyon anastomosans,Chlorophyta,Ulvophyceae,Boodleaceae
Psilopsella sp,Bryozoa,Gymnolaemata,Romancheinidae
Semele exarata,Mollusca,Bivalvia,Semelidae
Siphamia sp41,Chordata,Actinopterygii,Apogonidae
Zebrida adamsii,Arthropoda,Malacostraca,Pilumnidae
Ellisella sp3,Cnidaria,Anthozoa,Ellisellidae
Pentapodus sp31,Chordata,Actinopterygii,Nemipteridae
Thyca sp1,Mollusca,Gastropoda,Eulimidae
Stolephorus sp41,Chordata,Actinopterygii,Engraulidae
Hymeniacidon sp1,Porifera,Demospongiae,Halichondriidae
Iciligorgia sp,Cnidaria,Anthozoa,Anthothelidae
Murex acanthostephes,Mollusca,Gastropoda,Muricidae
Nephthea sp,Cnidaria,Anthozoa,Nephtheidae
Nephthyigorgia sp,Cnidaria,Anthozoa,Nidaliidae
Oceanapia sp21,Porifera,Demospongiae,Phloeodictyidae
Clathria sp2,Porifera,Demospongiae,Microcionidae
Clathria sp20,Porifera,Demospongiae,Microcionidae
Clathrina sp3,Porifera,Calcarea,Clathrinidae
Codium mamillosum,Chlorophyta,Ulvophyceae,Codiaceae
Corynomorpha sp,Rhodophyta,Florideophyceae,Halymeniaceae
Ctenocella sp4,Cnidaria,Anthozoa,Ellisellidae
Cycloseris sp1,Cnidaria,Anthozoa,Fungiidae
Cymbastella ,Porifera,Demospongiae,Axinellidae
Cymodocea serrulata,Tracheophyta,Liliopsida,Cymodoceaceae
Dendrilla sp14,Porifera,Demospongiae,Darwinellidae
Disporella sp,Bryozoa,Stenolaemata,Lichenoporidae
Dysidea sp25,Porifera,Demospongiae,Dysideidae
Dysidea sp6,Porifera,Demospongiae,Dysideidae
Fascaplysinopsis sp7,Porifera,Demospongiae,Thorectidae
Favia sp,Cnidaria,Anthozoa,Faviidae
Favites sp,Cnidaria,Anthozoa,Merulinidae
Goniopora sp,Cnidaria,Anthozoa,Poritidae
Goniopora stutchburyi,Cnidaria,Anthozoa,Poritidae
Halimeda cuneata,Chlorophyta,Ulvophyceae,Halimedaceae
Hormophysa cuneirformis,Ochrophyta,Phaeophyceae,Sargassaceae
Hyattella sp6,Porifera,Demospongiae,Spongiidae
Ircinia sp11,Porifera,Demospongiae,Irciniidae
Lemnalia sp1,Cnidaria,Anthozoa,Nephtheidae
Lithophaga sp1,Mollusca,Bivalvia,Mytilidae
Melithaea sp7,Cnidaria,Anthozoa,Melithaeidae
Menella sp10,Cnidaria,Anthozoa,Plexauridae
Mopsella sp8,Cnidaria,Anthozoa,Melithaeidae
Morula spinosa,Mollusca,Gastropoda,Muricidae
Neoferdina insolita,Echinodermata,Asteroidea,Goniasteridae
Niphates sp40,Porifera,Demospongiae,Niphatidae
Niphates sp55,Porifera,Demospongiae,Niphatidae
Ophiothrix sp6,Echinodermata,Ophiuroidea,Ophiotrichidae
Paralemnalia sp1,Cnidaria,Anthozoa,Nephtheidae
Peristernia sp4,Mollusca,Gastropoda,Fasciolariidae
Pinctada sp63,Mollusca,Bivalvia,Pteriidae
Poricella sp,Bryozoa,Gymnolaemata,Arachnopusiidae
Psammocinia sp4,Porifera,Demospongiae,Irciniidae
Psammoclemma sp2,Porifera,Demospongiae,Chondropsidae
Pteragogus flagellifer,Chordata,Actinopterygii,Labridae
Sarcophyton sp2,Tracheophyta,Liliopsida,Orchidaceae
Sarcophyton sp4,Tracheophyta,Liliopsida,Orchidaceae
Sinularia sp1,Cnidaria,Anthozoa,Alcyoniidae
Steginoporella jellyae,Bryozoa,Gymnolaemata,Steginoporellidae
Tethya sp17,Porifera,Demospongiae,Tethyidae
Thalassia hemprichii,Tracheophyta,Liliopsida,Hydrocharitaceae
Turbo haynesi,Mollusca,Gastropoda,Turbinidae
Xestospongia sp1,Porifera,Demospongiae,Petrosiidae
Amphimedon sp4,Porifera,Demospongiae,Niphatidae
Anadyomene wrightii,Chlorophyta,Ulvophyceae,Anadyomenaceae
Anthelia sp1,Marchantiophyta,Jungermanniopsida,Antheliaceae
Conus eburnea,Mollusca,Gastropoda,Conidae
Sipuncula sp,Sipuncula,NULL,NULL
Callyspongia sp25,Porifera,Demospongiae,Callyspongiidae
Chondria sp1,Rhodophyta,Florideophyceae,Rhodomelaceae
Clathria sp8,Porifera,Demospongiae,Microcionidae
Doxodasya bolbochaete,Rhodophyta,Florideophyceae,Rhodomelaceae
Gemmula sp3,Mollusca,Gastropoda,Turridae
Modiolus sp4,Mollusca,Bivalvia,Mytilidae
Raspailia sp2,Tracheophyta,Magnoliopsida,Bruniaceae
Caulibugula dendrograpta,Bryozoa,Gymnolaemata,Bugulidae
Choerodon sp41,Chordata,Actinopterygii,Labridae
Ciliopagurus strigatus,Arthropoda,Malacostraca,Diogenidae
Cinachyrella sp15,Porifera,Demospongiae,Tetillidae
Dendrilla sp15,Porifera,Demospongiae,Darwinellidae
Echinogorgia sp15,Cnidaria,Anthozoa,Plexauridae
Figularia fissa,Bryozoa,Gymnolaemata,Cribrilinidae
Gorgonian sp11,Cnidaria,Anthozoa,Gorgoniidae
Holopsamma sp1,Porifera,Demospongiae,Microcionidae
Hyrtios sp11,Porifera,Demospongiae,Thorectidae
Lagenipora sp,Bryozoa,Gymnolaemata,Celleporidae
Menella sp6,Cnidaria,Anthozoa,Plexauridae
Mespilia globulus,Echinodermata,Echinoidea,Temnopleuridae
Mimachlamys scabricostata,Mollusca,Bivalvia,Pectinidae
Niphates sp54,Porifera,Demospongiae,Niphatidae
Phyllacanthus parvispinus,Echinodermata,Echinoidea,Cidaridae
Pinctada sp4,Mollusca,Bivalvia,Pteriidae
Pseudoceratina sp9,Porifera,Demospongiae,Pseudoceratinidae
Pyrene flava,Mollusca,Gastropoda,Columbellidae
Sarcophyton sp5,Tracheophyta,Liliopsida,Orchidaceae
Scleronephthya sp23,Cnidaria,Anthozoa,Nephtheidae
Tethya sp3,Porifera,Demospongiae,Tethyidae
Thais echinata,Mollusca,Gastropoda,Muricidae
Arcania globata,Arthropoda,Malacostraca,Leucosiidae
Asthenosoma sp1,Echinodermata,Echinoidea,Echinothuriidae
Bugula robusta,Bryozoa,Gymnolaemata,Bugulidae
Cinachyrella sp8,Porifera,Demospongiae,Tetillidae
Fallosquilla fallax,Arthropoda,Malacostraca,Squillidea
Laevicardium attenuatum,Mollusca,Bivalvia,Cardiidae
Manningia australiensis,Arthropoda,Malacostraca,Eurysquillidae
Mimosella bigeminata,Bryozoa,Gymnolaemata,Mimosellidae
Parthenope harpax,Arthropoda,Malacostraca,Parthenopidae
Retelepralia mosaica,Bryozoa,Gymnolaemata,Cheiloporinidae
Xenophora sp2,Mollusca,Gastropoda,Xenophoridae
Arca avellana,Mollusca,Bivalvia,Arcidae
Steginoporella haddoni,Bryozoa,Gymnolaemata,Steginoporellidae
Codonellina montferrandii,Bryozoa,Gymnolaemata,Bitectiporidae
Lophiotoma sp1,Mollusca,Gastropoda,Turridae
Vexillum taeniatum,Mollusca,Gastropoda,Costellariidae
Disyringa dissimilis,Porifera,Demospongiae,Ancorinidae
Gonoplax sp21052,Arthropoda,Malacostraca,Polybiidae
Mimosella bockii,Bryozoa,Gymnolaemata,Mimosellidae
Paraplexaura sp1,Cnidaria,Anthozoa,Plexauridae
Hypnea sp1,Rhodophyta,Florideophyceae,Cystocloniaceae
Ophiothrix sp13,Echinodermata,Ophiuroidea,Ophiotrichidae
Phos sp1,Mollusca,Gastropoda,Nassariidae
Psammoclemma sp1,Porifera,Demospongiae,Chondropsidae
Soleichthys maculosus,Chordata,Actinopterygii,Soleidae
Trachyrhamphus bicoarctatus,Chordata,Actinopterygii,Syngnathidae
Ulvaria oxysperma,Chlorophyta,Ulvophyceae,Gayraliaceae
Aploactis aspera,Chordata,Actinopterygii,Aploactinidae
Globivenus sp4,Mollusca,Bivalvia,Veneridae
Halysisis sp,Bryozoa,Gymnolaemata,Savignyellidae
Histiophryne bougainvilli,Chordata,Actinopterygii,Antennariidae
Gorgonian sp8,Cnidaria,Anthozoa,Gorgoniidae
Halityle regularis,Echinodermata,Asteroidea,Oreasteridae
Mimachlamys funebris,Mollusca,Bivalvia,Pectinidae
Anthenea sp4,Echinodermata,Asteroidea,Oreasteridae
Galene bispinosa,Arthropoda,Malacostraca,Cancridae
Parachaeturichthys polynema,Chordata,Actinopterygii,Gobiidae
Aseraggodes melanostictus,Chordata,Actinopterygii,Soleidae
Leiognathus leuciscus?,Chordata,Actinopterygii,Leiognathidae
Parabothus sp1,Chordata,Actinopterygii,Bothidae
Pseudoceratina sp15,Porifera,Demospongiae,Pseudoceratinidae
Anthenea sp,Echinodermata,Asteroidea,Oreasteridae
Arcania gracilis,Arthropoda,Malacostraca,Leucosiidae
Arcania heptacantha,Arthropoda,Malacostraca,Leucosiidae
Breynia australasiae,Echinodermata,Echinoidea,Loveniidae
Charybdis bimaculata,Arthropoda,Malacostraca,Portunidae
Charybdis miles,Arthropoda,Malacostraca,Portunidae
Rhynchoconger sp41,Chordata,Actinopterygii,Congridae
Solenocera choprai,Arthropoda,Malacostraca,Solenoceridae
Robertsonidra praecipua,Bryozoa,Gymnolaemata,Robertsonidridae
Thalamotreptos expansum,Bryozoa,Gymnolaemata,Thalamoporellidae
Astralium sp3,Mollusca,Gastropoda,Turbinidae
Axinella tricalyciformis,Porifera,Demospongiae,Axinellidae
Biemna sp1,Porifera,Demospongiae,Biemnidae
Calcarea sp8,Porifera,Calcarea,NULL
Callophycus sp1,Rhodophyta,Florideophyceae,Solieriaceae
Callyspongia sp37,Porifera,Demospongiae,Callyspongiidae
Callyspongia sp49,Porifera,Demospongiae,Callyspongiidae
Callyspongia sp67,Porifera,Demospongiae,Callyspongiidae
Callyspongia sp68,Porifera,Demospongiae,Callyspongiidae
Caulerpa disticha,Chlorophyta,Ulvophyceae,Caulerpaceae
Penaeus plebejus,Arthropoda,Malacostraca,Penaeidae
Pilumnus pulcher,Arthropoda,Malacostraca,Pilumnidae
Harpiosquilla annandalei,Arthropoda,Malacostraca,Squillidea
Pseudorhombus sp41,Chordata,Actinopterygii,Paralichthyidae
Natica undulata,Mollusca,Gastropoda,Naticidae
Dictyosquilla tuberculata,Arthropoda,Malacostraca,Squillidea
Carpilius convexus,Arthropoda,Malacostraca,Carpiliidae
Harrovia longipes,Arthropoda,Malacostraca,Pilumnidae
Tethya sp5,Porifera,Demospongiae,Tethyidae
Peronella oblonga,Echinodermata,Echinoidea,Laganidae
Sargassum sp1,Ochrophyta,Phaeophyceae,Sargassaceae
Calcarea sp7,Porifera,Calcarea,NULL
Celleporaria sp312,Bryozoa,Gymnolaemata,Lepraliellidae
Chicoreus sp5,Mollusca,Gastropoda,Muricidae
Dasya sp,Rhodophyta,Florideophyceae,Dasyaceae
Exechonella sp,Bryozoa,Gymnolaemata,Exechonellidae
Strombus erythrinus,Mollusca,Gastropoda,Strombidae
Strombus sp,Mollusca,Gastropoda,Strombidae
Ariosoma sp41,Chordata,Actinopterygii,Congridae
Cerithium sp19,Mollusca,Gastropoda,Cerithium
Conus sp25,Arthropoda,Insecta,Curculionidae
Disyringa sp1,Porifera,Demospongiae,Ancorinidae
Fulvia undatopicta,Mollusca,Bivalvia,Cardiidae
Macrophiothrix sp6,Echinodermata,Ophiuroidea,Ophiotrichidae
Mopsella sp9,Cnidaria,Anthozoa,Melithaeidae
Planoplilumnus orientalis,Arthropoda,Malacostraca,Planopilumnidae
Pleurocodonellina signata,Bryozoa,Gymnolaemata,Smittinidae
Pleuroploca filamentosa,Mollusca,Gastropoda,Fasciolariidae
Subcancilla interlirata,Mollusca,Gastropoda,Mitridae
Tetraplaria ventricosa,Bryozoa,Gymnolaemata,Tetraplariidae
Vexillum sp4,Mollusca,Gastropoda,Costellariidae
Adeonella sp2,Bryozoa,Gymnolaemata,Adeonidae
Protopalythoa sp,Cnidaria,Anthozoa,Sphenopidae
Ashtoret granulosa,Arthropoda,Malacostraca,Matutidae
Hiantopora intermedia,Bryozoa,Gymnolaemata,Hiantoporidae
Cliona sp5,Porifera,Demospongiae,Clionaidae
Fraudella carassiops,Chordata,Actinopterygii,Plesiopidae
Ircinia sp28,Porifera,Demospongiae,Irciniidae
Ophiothrix placophiothrix,Echinodermata,Ophiuroidea,Ophiotrichidae
Serenolumnus kasijani,Arthropoda,Malacostraca,Pilumnidae
Callyspongia sp28,Porifera,Demospongiae,Callyspongiidae
Pseudoboletia indiana,Echinodermata,Echinoidea,Toxopneustidae
Dysidea sp2,Porifera,Demospongiae,Dysideidae
Psettina sp41,Chordata,Actinopterygii,Bothidae
Viaderiana striatus,Arthropoda,Malacostraca,Pilumnidae
Chaetodiadema sp1,Echinodermata,Echinoidea,Diadematidae
Peristrominous dolosus,Chordata,Actinopterygii,Aploactinidae
Pinna sp1,Mollusca,Bivalvia,Pinnidae
Verrillactis sp1,Cnidaria,Anthozoa,Sagartiidae
Callyspongia sp21,Porifera,Demospongiae,Callyspongiidae
Cliona sp2,Porifera,Demospongiae,Clionaidae
Halichondria sp7,Porifera,Demospongiae,Halichondriidae
Hyrtios sp7,Porifera,Demospongiae,Thorectidae
Lepidotrigla sp1,Chordata,Actinopterygii,Triglidae
Ophiothrix fumaria,Echinodermata,Ophiuroidea,Ophiotrichidae
Amphiura sp311,Echinodermata,Ophiuroidea,Amphiuridae
Astropecten granulatus,Echinodermata,Asteroidea,Astropectinidae
Conger sp1,Chordata,Actinopterygii,Congridae
Dysidea sp14,Porifera,Demospongiae,Dysideidae
Hydatina albocincta,Mollusca,Gastropoda,Aplustridae
Niphates sp10,Porifera,Demospongiae,Niphatidae
Niphates sp16,Porifera,Demospongiae,Niphatidae
Niphates sp45,Porifera,Demospongiae,Niphatidae
Acropora sp,Cnidaria,Anthozoa,Acroporidae
Himantura undulata,Chordata,Elasmobranchii,Dasyatidae
Aplysiomorpha sp3,Arthropoda,Insecta,Pteromalidae
Loligo sp1,Mollusca,Cephalopoda,Loliginidae
Paracaudina sp1,Echinodermata,Holothuroidea,Caudinidae
Pempheris ypsilychnus,Chordata,Actinopterygii,Pempheridae
Prionocidaris australis,Echinodermata,Echinoidea,Cidaridae
Fulvia aperta,Mollusca,Bivalvia,Cardiidae
Solen sp3,Mollusca,Bivalvia,Solenidae
Callyspongia sp48,Porifera,Demospongiae,Callyspongiidae
Ceratosoma sp1,Arthropoda,Diplopoda,Craspedosomatidae
Ctenocella sp2,Cnidaria,Anthozoa,Ellisellidae
Dysidea sp12,Porifera,Demospongiae,Dysideidae
Acentrogobius caninus,Chordata,Actinopterygii,Gobiidae
Actinocucumis sp5,Echinodermata,Holothuroidea,Cucumariidae
Cribrochalina sp7,Porifera,Demospongiae,Niphatidae
Ellisella sp2,Cnidaria,Anthozoa,Ellisellidae
Euplexaura sp5,Cnidaria,Anthozoa,Plexauridae
Geodia sp1,Porifera,Demospongiae,Geodiidae
Ichthyscopus nigripinnis,Chordata,Actinopterygii,Uranoscopidae
Monia timida,Mollusca,Bivalvia,Anomiidae
Murex kerslakae,Mollusca,Gastropoda,Muricidae
Soleichthys dammaged,Chordata,Actinopterygii,Soleidae
Upeneus filifer,Chordata,Actinopterygii,Mullidae
Canthigaster coronata?,Chordata,Actinopterygii,Tetraodontidae
Dendrochirus zebra?,Chordata,Actinopterygii,Scorpaenidae
Echinothrix calamaris,Echinodermata,Echinoidea,Diadematidae
Fistularia commersoni,Chordata,Actinopterygii,Fistulariidae
Hemiasterella ,Porifera,Demospongiae,Hemiasterellidae
Holothuria sp19,Echinodermata,Holothuroidea,Holothuriidae
Holothurian melting,NULL,NULL,NULL
Parupeneus barberinoides,Chordata,Actinopterygii,Mullidae
Parupeneus indicus?,Chordata,Actinopterygii,Mullidae
Petrosia sp8,Porifera,Demospongiae,Petrosiidae
Scyllarides haanii,Arthropoda,Malacostraca,Scyllaridae
Aipysurus laevis,Chordata,Reptilia,Elapidae
Anemone sp16,Tracheophyta,Magnoliopsida,Ranunculaceae
Calvactaea tumida,Arthropoda,Malacostraca,Xanthidae
Crossorhombus sp1,Chordata,Actinopterygii,Bothidae
Halocynthia hispida,Chordata,Ascidiacea,Pyuridae
Nudibranch sp14,NULL,NULL,NULL
Pomacentrus australis,Chordata,Actinopterygii,Pomacentridae
Pseudopataecus taenianotus,Chordata,Actinopterygii,Aploactinidae
Sarcophyton sp3,Tracheophyta,Liliopsida,Orchidaceae
Synodus sp1,Chordata,Actinopterygii,Synodontidae
Aptychotrema rostrata,Chordata,Elasmobranchii,Rhinobatidae
Astropecten sp7,Echinodermata,Asteroidea,Astropectinidae
Lunularia capulus,Bryozoa,Gymnolaemata,Lunulariidae
Octopus sp16,Mollusca,Cephalopoda,Octopodidae
Salmacis sp313,Echinodermata,Echinoidea,Temnopleuridae
Spondylus sp2,Mollusca,Bivalvia,Spondylidae
Synodus amaranthus,Chordata,Actinopterygii,Synodontidae
Alcospira rosea,Mollusca,Gastropoda,Ancillariidae
Arnoglossus fisoni,Chordata,Actinopterygii,Bothidae
Melo amphora,Mollusca,Gastropoda,Volutidae
Brachypterois serrulatus,Chordata,Actinopterygii,Scorpaenidae
Cryptolutea sp,Arthropoda,Malacostraca,Pilumnidae
Ophiothrix sp21,Echinodermata,Ophiuroidea,Ophiotrichidae
Clorida sp4,Arthropoda,Malacostraca,Squillidea
Psettina sp,Chordata,Actinopterygii,Bothidae
Conus sp13,Arthropoda,Insecta,Curculionidae
Gorgonariana sodalis,Arthropoda,Malacostraca,Pilumnidae
Lenisquilla lata,Arthropoda,Malacostraca,Squillidea
Neobythites sp41,Chordata,Actinopterygii,Ophidiidae
Parabothus sp,Chordata,Actinopterygii,Bothidae
Champsodon nudivittis,Chordata,Actinopterygii,Champsodontidae
